id,label,type,author,n_books
b6987,Harvest,book,Tess Gerritsen,1
b3973,Deliverance,book,James Dickey,1
b6414,For the Love: Fighting for Grace in a World of Impossible Standards,book,Jen Hatmaker,1
b5128,Lunar Park,book,Bret Easton Ellis,1
b9792,The Knockoff,book,"Lucy Sykes, Jo Piazza",1
b9927,Thank You for Smoking,book,Christopher Buckley,1
b6588,The Water is Wide: A Memoir,book,Pat Conroy,1
b6470,"Burn for Burn (Burn for Burn, #1)",book,"Jenny Han, Siobhan Vivian",1
b1149,Vanishing Acts,book,Jodi Picoult,1
b4930,Pandora Hearts 1巻,book,"Jun Mochizuki, 望月淳",1
b7201,"Sweet Little Lies (L.A. Candy, #2)",book,Lauren Conrad,1
b7809,"Prince of Fire (Gabriel Allon, #5)",book,Daniel Silva,1
b9687,"Forsaken (The Demon Trappers, #1)",book,Jana Oliver,1
b2566,Simple Abundance:  A Daybook of Comfort and Joy,book,Sarah Ban Breathnach,1
b9454,Code to Zero,book,Ken Follett,1
b6710,The Running Dream,book,Wendelin Van Draanen,1
b6600,Pilgrim at Tinker Creek,book,Annie Dillard,1
b2929,"Wanted (Pretty Little Liars, #8)",book,Sara Shepard,1
b1590,"Beezus and Ramona (Ramona, #1)",book,Beverly Cleary,1
b5685,The Abyss,book,"Orson Scott Card, James Cameron",1
b6809,The Power of the Dog,book,Don Winslow,1
b7527,"Blood on Snow (Blood on Snow, #1)",book,"Jo Nesbø, Neil Smith",1
b1547,The Mermaid Chair,book,Sue Monk Kidd,1
b8938,That Night,book,Chevy Stevens,1
b6226,"Winger (Winger, #1)",book,Andrew  Smith,1
b6358,The Sisterhood,book,Helen Bryan,1
b4667,Scorpia Rising (Alex Rider #9),book,Anthony Horowitz,1
b4771,"The Doomsday Key (Sigma Force, #6)",book,James Rollins,1
b6608,"The Capture (Guardians of Ga'Hoole, #1)",book,Kathryn Lasky,1
b3958,"When Will There Be Good News? (Jackson Brodie, #3)",book,Kate Atkinson,1
b7856,"What Remains: A Memoir of Fate, Friendship, and Love",book,Carole Radziwill,1
b9693,"Forever You (Forever, #2)",book,Sandi Lynn,1
b6749,"This Book Is Not Good for You (Secret, #3)",book,"Pseudonymous Bosch, Gilbert Ford",1
b3442,Bringing Up Bébé: One American Mother Discovers the Wisdom of French Parenting,book,"Pamela Druckerman, Abby Craden",1
b210,"Vampire Academy (Vampire Academy, #1)",book,Richelle Mead,1
b7843,The Returned,book,Jason Mott,1
b6694,15th Affair (Women's Murder Club #15),book,"James Patterson, Maxine Paetro",1
b9767,Ox-Cart Man (Picture Puffin),book,"Donald Hall, Barbara Cooney",1
b5882,Mortality,book,Christopher Hitchens,1
b9932,Bread and   Wine: A Love Letter to Life Around the Table with Recipes,book,Shauna Niequist,1
b4986,Sail,book,"James Patterson, Howard Roughan",1
b908,The Tenth Circle,book,Jodi Picoult,1
b7741,Deep Fathom,book,James Rollins,1
b8501,The Life List,book,Lori Nelson Spielman,1
b6342,"A Light in the Window (Mitford Years, #2)",book,Jan Karon,1
b4187,Suffer the Children,book,John Saul,1
b8836,True Compass: A Memoir,book,Edward M. Kennedy,1
b6052,"The Morganville Vampires, Volume 1 (The Morganville Vampires, #1-2)",book,Rachel Caine,1
b9827,"Summer on Blossom Street (Blossom Street, #6)",book,Debbie Macomber,1
b7990,An Essay Concerning Human Understanding,book,John Locke,1
b7219,"Deep Down (Jack Reacher, #16.5)",book,Lee Child,1
b9047,"The Search (Eve Duncan, #3)",book,Iris Johansen,1
b4535,National Velvet,book,Enid Bagnold,1
b6242,Love Medicine,book,Louise Erdrich,1
b9502,The Secret Art of Dr. Seuss,book,"Dr. Seuss, Maurice Sendak, Audrey Geisel",1
b9819,Two Years Before the Mast: A Sailor's Life at Sea,book,Richard Henry Dana Jr.,1
b6311,"Stormy, Misty's Foal (Misty, #3)",book,Marguerite Henry,1
b7785,"Dawn (Cutler, #1)",book,V.C. Andrews,1
b5683,If You Take a Mouse to the Movies,book,"Laura Joffe Numeroff, Felicia Bond",1
b5748,"Heart of the Sea (Gallaghers of Ardmore / Irish Trilogy, #3)",book,Nora Roberts,1
b8344,"Dominic (Slater Brothers, #1)",book,L.A. Casey,1
b9788,Hope: A Memoir of Survival in Cleveland,book,"Amanda Berry, Gina DeJesus, Mary Jordan, Kevin Sullivan",1
b8775,Cocky Bastard,book,"Penelope Ward, Vi Keeland",1
b7977,Where Is God When It Hurts?,book,Philip Yancey,1
b6565,Where Things Come Back,book,John Corey Whaley,1
b4969,Min kamp 1 (Min kamp #1),book,Karl Ove Knausgård,1
b8923,Appointment in Samarra,book,John O'Hara,1
b6939,Damaged: The Heartbreaking True Story of a Forgotten Child,book,Cathy Glass,1
b4159,"Plum Spooky (Stephanie Plum, #14.5)",book,Janet Evanovich,1
b9592,The Survivors Club,book,Lisa Gardner,1
b7724,"Scarecrow (Shane Schofield, #3)",book,Matthew Reilly,1
b3925,The Icarus Agenda,book,Robert Ludlum,1
b6122,"Dancing in My Nuddy-Pants (Confessions of Georgia Nicolson, #4)",book,Louise Rennison,1
b8192,The Giraffe and the Pelly and Me,book,"Roald Dahl, Quentin Blake",1
b8823,"Women's Bodies, Women's Wisdom: Creating Physical and Emotional Health and Healing",book,Christiane Northrup,1
b6338,"The Secret Servant (Gabriel Allon, #7)",book,Daniel Silva,1
b9165,"Wicked (A Wicked Saga, #1)",book,Jennifer L. Armentrout,1
b9094,Mrs. Kennedy and Me: An Intimate Memoir,book,"Clint Hill, Lisa McCubbin",1
b4453,More Than a Carpenter,book,Josh McDowell,1
b2994,"Big Stone Gap (Big Stone Gap, #1)",book,Adriana Trigiani,1
b9143,How to Make Love Like a Porn Star: A Cautionary Tale,book,"Jenna Jameson, Neil Strauss",1
b5673,The Visitation,book,Frank E. Peretti,1
b1884,Wicked: The Grimmerie,book,"David Cote, Stephen Schwartz, Joan Marcus, Winnie Holzman",1
b1180,The Forty Rules of Love,book,"Elif Shafak, إليف شافاق, ارسلان فصیحی, محمد درويش",1
b9155,The Other Daughter,book,Lisa Gardner,1
b3481,The Vegetarian,book,"Han Kang, Deborah     Smith",1
b6430,Pygmalion and Three Other Plays,book,"George Bernard Shaw, John A. Bertolini",1
b4242,"My Friend Flicka (Flicka, #1)",book,"Mary O'Hara, Dave Blossom",1
b7388,"Secrets of a Shoe Addict (Shoe Addict, #2)",book,Beth Harbison,1
b8481,Tilt,book,Ellen Hopkins,1
b5083,"The Messenger (Gabriel Allon, #6)",book,Daniel Silva,1
b9301,"Ever After (Lost Love, #2)",book,Karen Kingsbury,1
b9428,Johnny Mnemonic,book,"William Gibson, Terry Bisson",1
b9793,Strangers on a Train,book,Patricia Highsmith,1
b6826,"Moonlight Mile (Kenzie & Gennaro,#6)",book,Dennis Lehane,1
b4567,The Hundred Dresses,book,"Eleanor Estes, Louis Slobodkin",1
b5855,"Charlie Bone and the Castle of Mirrors (The Children of the Red King, #4)",book,Jenny Nimmo,1
b5435,Diane Arbus: Monograph,book,"Diane Arbus, Stan Grossfeld, Doon Arbus, Marvin Israel",1
b9614,"The Faithful Spy (John Wells, #1)",book,Alex Berenson,1
b9754,Invitation to a Beheading,book,Vladimir Nabokov,1
b3903,Pedro Páramo,book,"Juan Rulfo, Margaret Sayers Peden, Susan Sontag",1
b7260,The Feast of All Saints,book,Anne Rice,1
b5196,"Find Her (Detective D.D. Warren, #8)",book,Lisa Gardner,1
b7478,Help Thanks Wow: The Three Essential Prayers,book,Anne Lamott,1
b8814,Carter Beats the Devil,book,Glen David Gold,1
b6678,"The Wheel of Time: Boxed Set #1 (Wheel of Time, #1-3)",book,Robert Jordan,1
b2073,Master of the Game,book,Sidney Sheldon,1
b8859,The Weight of Glory,book,C.S. Lewis,1
b4943,Kürk Mantolu Madonna,book,Sabahattin Ali,1
b7004,Departure,book,A.G. Riddle,1
b8795,"Because I'm Worth It (Gossip Girl, #4)",book,Cecily von Ziegesar,1
b4915,"Night Fall (John Corey, #3)",book,Nelson DeMille,1
b4495,Do-It-Yourself Book (Diary of a Wimpy Kid),book,Jeff Kinney,1
b3282,"A Game of Thrones: The Graphic Novel, Vol. 1",book,"Daniel Abraham, George R.R. Martin, Tommy Patterson",1
b4947,"Knuffle Bunny Too: A Case of Mistaken Identity (Knuffle Bunny, #2)",book,Mo Willems,1
b1317,Drowning Ruth,book,Christina Schwarz,1
b5557,Invisible,book,"James Patterson, David Ellis",1
b2124,A Thousand Acres,book,Jane Smiley,1
b1382,Anne Rice's The Vampire Lestat: A Graphic Novel,book,"Faye Perozich, Anne Rice, John Bolton, Daerick Gröss",1
b7290,From Here to Eternity,book,James  Jones,1
b9215,Fugitive Pieces,book,Anne Michaels,1
b4664,"Brain Rules: 12 Principles for Surviving and Thriving at Work, Home, and School",book,John Medina,1
b2520,"1Q84 BOOK 1 (1Q84, #1)",book,"Haruki Murakami, 村上 春樹",1
b5966,You've Been Warned,book,"James Patterson, Howard Roughan",1
b7492,Chill Factor,book,Sandra Brown,1
b7470,"The Dresden Files:  Storm Front, Volume 1-  The Gathering Storm",book,"Jim Butcher, Mark Powers, Ardian Syaf",1
b5610,The 8th Habit: From Effectiveness to Greatness,book,Stephen R. Covey,1
b1874,The Aviator's Wife,book,Melanie Benjamin,1
b6057,The Heart of a Woman,book,Maya Angelou,1
b6760,The Man From St. Petersburg,book,Ken Follett,1
b5846,"Green: The Beginning and the End (The Circle, #0)",book,Ted Dekker,1
b8349,Stormy Weather,book,Carl Hiaasen,1
b7821,Low Pressure,book,"Sandra Brown, Stephen Lang",1
b9088,"The Knight at Dawn (Magic Tree House, #2)",book,"Mary Pope Osborne, Salvatore Murdocca",1
b1831,"The Innocent (Will Robie, #1)",book,David Baldacci,1
b3204,The Island,book,Elin Hilderbrand,1
b4263,"The Last Oracle (Sigma Force, #5)",book,James Rollins,1
b4337,Fortune's Rocks,book,Anita Shreve,1
b9018,August: Osage County,book,Tracy Letts,1
b6695,The Constant Gardener,book,John le Carré,1
b9343,"The Wheel of Time: Boxed Set  (Wheel of Time, #1-8)",book,Robert Jordan,1
b999,"Tales of a Fourth Grade Nothing (Fudge, #1)",book,Judy Blume,1
b2741,Danny the Champion of the World,book,"Roald Dahl, Quentin Blake",1
b5932,Sister of My Heart,book,Chitra Banerjee Divakaruni,1
b4269,"The Guilty (Will Robie, #4)",book,David Baldacci,1
b5904,"Seducing Cinderella (Fighting for Love, #1)",book,Gina L. Maxwell,1
b944,Desperation,book,Stephen King,1
b5798,Not Without My Daughter,book,Betty Mahmoody,1
b3760,Are You Afraid of the Dark?,book,Sidney Sheldon,1
b8520,Last Train to Istanbul,book,"Ayşe Kulin, John W. Baker",1
b4813,Lifeguard,book,"James Patterson, Andrew Gross",1
b9082,Contest,book,Matthew Reilly,1
b9492,"The Nightmare (Joona Linna, #2)",book,"Lars Kepler, Laura A. Wideburg",1
b5439,Don't Panic: The Official Hitchhiker's Guide to the Galaxy Companion,book,Neil Gaiman,1
b1644,Peace Like a River,book,Leif Enger,1
b4972,Straight Man,book,Richard Russo,1
b932,Good to Great: Why Some Companies Make the Leap... and Others Don't,book,James C. Collins,1
b8796,"Deadline (Virgil Flowers, #8)",book,John Sandford,1
b2765,Hinds' Feet on High Places,book,Hannah Hurnard,1
b8898,Blood Memory,book,Greg Iles,1
b3172,The Essential Rumi,book,"Jalaluddin Rumi, Coleman Barks",1
b2249,Rogue Lawyer,book,John Grisham,1
b8803,Afterwards,book,Rosamund Lupton,1
b4276,"Brimstone (Pendergast, #5; Diogenes, #1)",book,"Douglas Preston, Lincoln Child",1
b8352,The Devil All the Time,book,Donald Ray Pollock,1
b8675,Having Our Say: The Delany Sisters' First 100 Years,book,"Sarah L. Delany, A. Elizabeth Delany, Amy Hill Hearth",1
b2906,As You Wish: Inconceivable Tales from the Making of The Princess Bride,book,"Cary Elwes, Joe Layden, Various, Rob Reiner",1
b6672,"Path of the Assassin (Scot Harvath, #2)",book,Brad Thor,1
b6755,"The River (Brian's Saga, #2)",book,Gary Paulsen,1
b9520,Red Sparrow (Red Sparrow Trilogy #1),book,Jason  Matthews,1
b8242,Keys to Drawing,book,Bert Dodson,1
b1101,Change of Heart,book,Jodi Picoult,1
b2001,Harry Potter: Film Wizardry,book,Brian Sibley,1
b6359,"Five on a Treasure Island (Famous Five, #1)",book,Enid Blyton,1
b8014,"Psycho-Cybernetics, A New Way to Get More Living Out of Life",book,Maxwell Maltz,1
b2981,"Double Cross (Alex Cross, #13)",book,James Patterson,1
b8290,Please Stop Laughing at Me... One Woman's Inspirational Story,book,Jodee Blanco,1
b6646,"Silent Scream (D.I. Kim Stone, #1)",book,Angela Marsons,1
b7515,"Marching Powder: A True Story of Friendship, Cocaine, and South America's Strangest Jail",book,"Rusty Young, Thomas McFadden",1
b3164,Counting by 7s,book,Holly Goldberg Sloan,1
b2595,The Other Side of Midnight (Midnight #1),book,Sidney Sheldon,1
b3292,The Exploits of Sherlock Holmes,book,"Adrian Conan Doyle, John Dickson Carr",1
b2945,The Leftovers,book,Tom Perrotta,1
b1311,The Pilot's Wife,book,Anita Shreve,1
b8195,French Women Don't Get Fat: The Secret of Eating for Pleasure,book,Mireille Guiliano,1
b5433,"The Burning Land (The Saxon Stories, #5)",book,Bernard Cornwell,1
b9196,Blackberry Winter,book,Sarah Jio,1
b3296,Then We Came to the End,book,Joshua Ferris,1
b6978,Foxe's Book of Martyrs,book,"John Foxe, W. Grinton Berry",1
b704,The Cider House Rules,book,John Irving,1
b9247,Palace Walk (The Cairo Trilogy #1),book,"Naguib Mahfouz, William M. Hutchins, Olive E. Kenny",1
b3969,Planet of the Apes,book,"Pierre Boulle, Xan Fielding",1
b8964,A. Lincoln,book,Ronald C. White Jr.,1
b9436,Wonderful Tonight,book,"Pattie Boyd, Penny Junor",1
b7933,"A Better World (Brilliance Saga, #2)",book,Marcus Sakey,1
b3674,The Power of Intention: Learning to Co-create Your World Your Way,book,Wayne W. Dyer,1
b4792,The Scrapbook of Frankie Pratt,book,Caroline Preston,1
b6426,Loving What Is: Four Questions That Can Change Your Life,book,"Byron Katie, Stephen Mitchell",1
b8155,"The Hedge Knight (The Tales of Dunk and Egg, #1)",book,George R.R. Martin,1
b1721,My Utmost for His Highest,book,Oswald Chambers,1
b9233,The Honourable Schoolboy,book,John le Carré,1
b6935,The Twenty-One Balloons,book,William Pène du Bois,1
b4998,"The Son of Sobek (Percy Jackson & Kane Chronicles Crossover, #1)",book,Rick Riordan,1
b5628,The Time in Between,book,"María Dueñas, Daniel Hahn",1
b311,The Thorn Birds,book,Colleen McCullough,1
b6668,The Dogs of War,book,Frederick Forsyth,1
b6560,"Hardline (Hacker, #3)",book,Meredith Wild,1
b8690,Through Black Spruce,book,Joseph Boyden,1
b3226,"The Ripper (The Vampire Diaries: Stefan's Diaries, #4)",book,"L.J. Smith, Kevin Williamson, Julie Plec",1
b4157,"Conversations With God: An Uncommon Dialogue, Book 2",book,Neale Donald Walsch,1
b2127,Olivia,book,Ian Falconer,1
b4093,"Forgive Me, Leonard Peacock",book,Matthew Quick,1
b5722,"Night of the Soul Stealer (The Last Apprentice / Wardstone Chronicles, #3)",book,"Joseph Delaney, Patrick  Arrasmith",1
b5675,Leadership and Self-Deception: Getting Out of the Box,book,The Arbinger Institute,1
b707,Walk Two Moons,book,Sharon Creech,1
b661,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",book,"Judith Viorst, Ray Cruz",1
b4756,The Doomsday Conspiracy,book,Sidney Sheldon,1
b5449,The Happiest Baby on the Block: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer,book,Harvey Karp,1
b3260,"UnEnchanted (An Unfortunate Fairy Tale, #1)",book,Chanda Hahn,1
b8945,"The Next Accident (Quincy & Rainie, #3)",book,Lisa Gardner,1
b2625,"You Are Special (Wemmicksville, #1)",book,Max Lucado,1
b4152,La catedral del mar,book,Ildefonso Falcones,1
b3327,The Shock of the Fall,book,Nathan Filer,1
b1173,"The Girl in the Spider's Web (Millennium, #4)",book,"David Lagercrantz, Stieg Larsson, George Goulding",1
b971,The Rainbow Fish,book,"Marcus Pfister, J. Alison James",1
b5222,"Be Careful What You Wish For (The Clifton Chronicles, #4)",book,Jeffrey Archer,1
b9875,The Next Big Thing,book,Johanna Edwards,1
b8203,"Away Laughing on a Fast Camel (Confessions of Georgia Nicolson, #5)",book,Louise Rennison,1
b1103,Sam's Letters to Jennifer,book,James Patterson,1
b4090,Celebration of Discipline: The Path to Spiritual Growth,book,Richard J. Foster,1
b6438,"Angels in America, Part Two: Perestroika",book,Tony Kushner,1
b6696,Wish You Well,book,David Baldacci,1
b6367,The Last Nude,book,Ellis Avery,1
b9707,Wit,book,Margaret Edson,1
b2557,"Boundaries: When to Say Yes, How to Say No to Take Control of Your Life",book,"Henry Cloud, John Townsend",1
b7126,"Guilty as Sin  (Deer Lake, #2)",book,Tami Hoag,1
b5116,Hopscotch,book,"Julio Cortázar, Gregory Rabassa",1
b8073,Very Valentine,book,Adriana Trigiani,1
b4437,"The Crossing (Harry Bosch, #20; Mickey Haller, #7; Harry Bosch Universe, #25)",book,Michael Connelly,1
b5700,Waiting for the Barbarians,book,J.M. Coetzee,1
b4622,Franz Kafka's The Castle (Dramatization),book,"David Fishelson, Aaron Leichter, Max Brod, Franz Kafka",1
b5233,China Rich Girlfriend (Crazy Rich Asians #2),book,Kevin Kwan,1
b4711,Death With Interruptions,book,"José Saramago, Margaret Jull Costa",1
b8368,Deep and Dark and Dangerous (A Ghost Story),book,Mary Downing Hahn,1
b8474,"Native Tongue (Skink, #2)",book,Carl Hiaasen,1
b8415,"Yotsuba&!, Vol. 01 (Yotsuba&! #1)",book,"Kiyohiko Azuma, あずま きよひこ",1
b6398,The Millionaire Mind,book,Thomas J. Stanley,1
b7733,True Evil,book,Greg Iles,1
b7315,"The Soulkeepers (The Soulkeepers, #1)",book,G.P. Ching,1
b5841,The New Best Recipe,book,"Cook's Illustrated Magazine, John Burgoyne, Carl Tremblay",1
b8021,"The Breadwinner (The Breadwinner, #1)",book,Deborah Ellis,1
b9328,"The Boyfriend Thief (Stolen Kiss, #1)",book,Shana Norris,1
b4851,"Electric Daisy, Vol. 1 (Dengeki Daisy, #1)",book,Kyousuke Motomi,1
b7232,Crash,book,J.G. Ballard,1
b9254,"Vagabond (The Grail Quest, #2)",book,Bernard Cornwell,1
b2534,Push,book,Sapphire,1
b5485,Innocence,book,Dean Koontz,1
b7417,Giraffes Can't Dance,book,"Giles Andreae, Guy Parker-Rees",1
b9771,Those Girls,book,Chevy Stevens,1
b4646,Chicken Soup with Rice: A Book of Months (The Nutshell Library),book,Maurice Sendak,1
b7403,"A Dog's Journey (A Dog's Purpose, #2)",book,W. Bruce Cameron,1
b7177,"Gathering Prey (Lucas Davenport, #25)",book,John Sandford,1
b4615,The Liar,book,Nora Roberts,1
b7285,The Monsters of Templeton,book,Lauren Groff,1
b8622,"Just One Drop (The Grey Wolves, #3)",book,Quinn Loftis,1
b6469,Passion and Purity: Learning to Bring Your Love Life Under Christ's Control,book,Elisabeth Elliot,1
b5614,Eight Hundred Grapes,book,Laura Dave,1
b8018,Ceremony,book,Leslie Marmon Silko,1
b9573,Keep Holding On,book,Susane Colasanti,1
b4384,Funny Girl,book,Nick Hornby,1
b3328,"Asylum (Asylum, #1)",book,Madeleine Roux,1
b5022,Marina,book,Carlos Ruiz Zafón,1
b6433,"Storm (Elemental, #1)",book,Brigid Kemmerer,1
b7456,"Blowback (Scot Harvath, #4)",book,Brad Thor,1
b3719,El túnel,book,Ernesto Sabato,1
b2869,What We Talk About When We Talk About Love,book,Raymond Carver,1
b6055,Three Comrades,book,Erich Maria Remarque,1
b6955,"The Last Patriot (Scot Harvath, #7)",book,Brad Thor,1
b3548,The Miracle Worker,book,William  Gibson,1
b2035,Squirrel Seeks Chipmunk: A Modest Bestiary,book,"David Sedaris, Ian Falconer",1
b9700,"The First 90 Days, Updated and Expanded: Critical Success Strategies for New Leaders at All Levels",book,Michael D. Watkins,1
b7697,"The Captive Part II / The Power (The Secret Circle, #2-3)",book,L.J. Smith,1
b8738,Dear Theo,book,"Vincent van Gogh, Irving Stone, Jean   Stone",1
b5619,The Alibi,book,Sandra Brown,1
b1208,Four Past Midnight ,book,Stephen King,1
b7262,Proof,book,David Auburn,1
b2037,Commonwealth,book,Ann Patchett,1
b9921,A Coney Island of the Mind,book,Lawrence Ferlinghetti,1
b2379,My Friend Leonard,book,James Frey,1
b9475,Adam,book,Ted Dekker,1
b9257,"The Mystery Knight (The Tales of Dunk and Egg, #3)",book,George R.R. Martin,1
b7091,"Rise of the Elgen (Michael Vey, #2)",book,Richard Paul Evans,1
b5925,The Vanishing Act of Esme Lennox,book,Maggie O'Farrell,1
b9678,"Tempting the Player (Gamble Brothers, #2)",book,"J. Lynn, Jennifer L. Armentrout",1
b1685,Salem Falls,book,Jodi Picoult,1
b7829,King Arthur and His Knights: Selected Tales,book,"Thomas Malory, Eugène Vinaver",1
b9219,The Hole in Our Gospel: What does God expect of Us? The Answer that Changed my Life and Might Just Change the World,book,Richard Stearns,1
b7218,"The Lost Stories (Ranger's Apprentice, #11)",book,John Flanagan,1
b3065,The Door to December,book,"Richard Paige, Dean Koontz",1
b6796,"Deeper Than the Dead (Oak Knoll, #1)",book,Tami Hoag,1
b5455,"Brian's Winter (Brian's Saga, #3)",book,Gary Paulsen,1
b4271,The Complete Stories and Poems,book,Lewis Carroll,1
b788,Trainspotting,book,"Irvine Welsh, Eric Lindor Fall",1
b6102,"The Enchanted Wood (The Faraway Tree, #1)",book,Enid Blyton,1
b7761,The Witness,book,Sandra Brown,1
b7692,"These High, Green Hills (Mitford Years, #3)",book,Jan Karon,1
b5102,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,book,Jonathan Cahn,1
b2095,The Sneetches and Other Stories,book,Dr. Seuss,1
